"",".rownames","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124"
"680","protein",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,1,0,0,5,0,10,0,2,0,0,1,0,0,0,0,9,4,0,0,1,0,0,0,7,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,8
"689","pulmonary",1,1,3,0,2,0,0,0,0,0,0,0,0,0,4,8,1,6,24,0,5,0,33,0,6,0,25,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,19,0,0,0,0,0,0,0,2,4,3,3,5,20,9,2,0,1,0,0,1,0,7,5,6,2,0,1,0,0,1,15,0,1,0,19,0,0,11,0,13,0,0,1,1,0,1,0,0,23,0,0,2,1,0,0,4,3,1,0,0,3,1,2,2,0,2,0,0,0,0,0,0,12,31,2,0,0,2,1,9
"690","pupils",1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","purpura",1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,2,1,0,1,1,1,1,1,1,1,0,3,1,0,0,3,1,1,0,1,1,1,0,1,0,1,3,1,1,1,0,2,1,1,2,0,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,5,1,1,1,0,1,0,0,0,1,0,0,0,0,11,1,1,2,1,0,0,0,1,2
"692","pyomyositis",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","reflex",1,5,13,2,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,10,3,2,1,1,3,1,1,1,1,1,1,0,1,0,0,4,7,1,1,16,1,1,19,0,1,6,3,1,0,1,3,1,3,1,1,1,3,0,2,1,1,30,1,14,7,18,2,0,1,10,1,1,4,4,1,1,1,3,1,1,2,0,0,1,0,1,2,1,1,3,1,1,0,1,36,9,2,0,10,2,2,2,3,1,3,24,0,1,1,5,0,0,0,0,2,1,1,2,2,18,3,0,3,2
"713","regurgitation",1,1,1,1,1,0,1,0,0,1,2,1,0,0,0,1,1,1,1,0,1,1,0,1,1,2,1,1,168,1,1,0,5,0,4,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,0,1,1,1,1,1,8,0,1,1,1,1,3,3,1,0,2,1,1,1,1,1,1,2,13,1,0,1,5,0,0,1,0,1,1,1,1,6,0,1,0,2,1,1,1,0,1,0,0,1,1,1,0,9,1,0,0,1,1,1,0,0,0,0,1,1,1,2,1,1,1,0,1,2
"714","related",27,0,9,2,5,3,1,0,0,2,0,2,7,3,2,4,4,9,4,0,5,9,12,1,1,1,0,0,7,0,3,0,0,0,0,1,40,0,23,5,1,1,1,2,0,20,21,26,78,2,0,0,8,12,1,8,1,12,1,41,7,2,8,5,16,1,34,8,5,17,0,27,11,64,18,0,28,1,18,22,0,21,5,26,22,26,0,14,4,21,6,0,90,9,26,0,0,5,0,7,2,1,2,1,0,0,5,0,0,9,0,0,0,0,5,10,14,17,66,8,0,4,8,13
"716","renal",2,0,1,4,3,2,0,0,0,3,13,0,0,0,0,1,4,3,4,0,4,0,0,1,0,3,1,4,1,2,1,0,5,0,0,0,2,0,17,3,2,0,3,5,3,0,0,0,10,0,0,2,2,0,1,3,0,37,7,1,3,0,0,7,27,0,34,0,0,4,3,0,3,7,7,0,0,0,13,0,2,18,1,0,0,0,6,5,3,1,1,0,8,5,2,3,0,6,1,0,2,1,0,0,0,0,0,1,6,0,0,0,0,0,1,3,3,0,18,2,0,9,0,9
"720","respiratory",13,1,3,3,1,2,1,0,0,3,2,2,1,1,3,1,21,1,44,1,5,2,24,11,1,1,14,2,43,1,1,0,1,5,1,1,1,1,27,23,0,0,5,12,4,0,0,24,0,0,37,0,0,16,1,6,2,12,1,9,2,11,2,15,7,14,63,31,31,12,1,48,8,28,6,2,6,0,8,40,1,12,2,59,15,37,12,7,1,10,0,3,52,3,2,2,0,0,1,3,0,15,0,2,6,6,5,1,6,0,0,0,0,0,9,1,21,22,39,4,17,1,1,16
"726","retraction",1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","rhabdomyolysis",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"734","right",1,20,13,30,2,17,3,0,29,27,8,0,4,50,0,1,3,20,25,25,0,2,4,23,22,22,0,15,19,15,1,0,14,9,5,11,19,14,12,43,7,29,26,34,6,64,2,28,93,1,3,26,16,15,3,3,6,9,15,82,20,6,53,123,52,1,144,49,2,8,6,2,15,75,12,30,54,8,62,15,0,58,0,43,10,51,38,13,2,3,10,0,36,42,1,2,21,21,8,3,14,43,0,2,9,50,2,20,27,3,0,0,0,0,0,10,20,41,203,10,13,15,6,12
"743","scoliosis",3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753","sepsis",23,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,4,2,3,0,0,0,7,1,0,0,0,0,5,5,0,3,1,3,0,0,27,0,22,0,0,0,5,0,0,0,7,0,0,14,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,5,6,12,4,34,0,0,0,0,11
"754","septic",30,0,1,13,0,0,0,0,0,3,0,0,0,0,0,0,5,0,42,0,3,0,11,2,2,0,1,0,12,0,0,0,0,0,4,0,0,0,34,0,2,1,13,2,4,0,0,17,50,0,3,1,0,8,0,0,1,1,11,1,5,0,0,4,14,0,31,0,19,22,0,28,13,40,4,1,13,0,1,0,0,12,0,0,16,12,0,1,0,0,0,0,63,0,0,0,2,1,6,1,2,0,4,0,6,1,2,0,9,4,0,0,0,0,8,5,15,6,14,0,2,4,0,4
"755","severe",5,0,5,2,0,3,2,0,0,4,1,0,0,0,0,0,0,2,22,0,3,0,4,4,1,6,2,0,42,1,0,0,0,0,5,0,0,0,16,12,1,5,15,0,0,0,0,3,0,0,0,0,0,0,0,1,16,1,2,29,3,0,13,11,9,4,0,0,15,1,0,6,1,11,5,3,1,4,0,9,0,9,0,29,11,0,0,6,3,3,3,0,19,0,5,0,1,8,0,7,6,0,0,1,0,1,1,0,3,1,0,0,0,0,1,2,0,7,7,5,0,5,4,2
"756","sexual",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"757","shock",30,1,13,19,0,2,1,0,0,1,0,0,18,1,0,0,3,0,44,0,0,1,12,1,2,1,0,0,10,0,0,0,1,2,5,0,27,0,73,19,1,0,13,0,1,0,19,0,52,1,0,0,8,11,0,1,0,0,14,0,2,0,4,5,13,0,20,0,26,23,0,28,13,40,11,0,1,0,3,0,4,17,3,0,15,12,0,1,11,0,0,1,83,6,0,0,4,0,0,0,0,0,4,0,7,0,2,1,7,4,0,0,0,0,9,10,18,8,43,0,10,5,2,7
"764","skin",2,4,3,4,4,1,3,0,0,3,1,5,1,0,1,7,13,6,3,3,3,2,3,4,4,4,3,4,3,7,3,0,3,1,4,2,4,2,3,5,2,1,1,4,2,2,2,11,3,1,1,3,2,4,2,2,0,2,2,6,8,1,0,9,2,1,8,2,2,1,2,1,2,20,2,2,3,2,2,3,0,8,1,5,2,2,2,1,3,2,0,4,1,0,1,1,5,0,2,1,5,1,2,1,2,2,0,1,2,1,0,0,0,0,10,2,2,3,5,2,2,0,2,4
"765","skull",1,10,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,4,0,0,0,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,2,5,0,0,0,0,1,0,0,0,7,1,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","small",7,2,3,7,0,0,2,0,1,8,1,2,0,0,0,2,3,8,8,1,3,1,1,1,3,2,3,4,1,2,2,0,2,0,2,3,2,2,20,18,5,2,1,7,0,2,2,7,4,2,0,5,3,2,3,5,0,1,3,6,5,2,9,17,19,1,10,1,2,2,2,0,5,16,9,2,5,5,13,1,1,6,0,4,5,2,4,2,1,5,0,2,3,2,2,1,6,1,1,5,20,8,0,2,4,1,0,3,3,2,0,0,0,0,3,7,2,2,2,2,1,0,1,9
"769","soft",5,24,2,3,0,1,1,0,3,2,3,1,1,1,2,1,1,3,3,1,3,0,3,2,2,1,2,1,1,1,1,0,1,1,0,1,1,1,4,3,0,2,1,4,2,0,0,2,4,1,5,2,0,1,1,2,1,3,1,3,1,0,13,8,7,0,5,3,0,1,1,5,6,4,1,1,6,1,4,1,1,7,0,2,4,1,1,1,3,0,1,1,0,3,0,0,1,1,1,0,1,0,0,0,2,3,1,1,1,1,0,0,0,0,0,1,0,3,3,0,4,1,3,0
"775","specific",1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","spine",9,0,0,0,3,0,1,0,6,0,2,0,2,0,0,0,1,0,0,5,0,0,0,1,2,4,1,2,1,2,0,0,2,0,0,0,0,0,0,3,4,2,0,1,0,0,1,3,5,1,0,0,2,1,0,1,0,0,0,2,1,2,30,5,3,0,3,0,0,0,0,0,4,24,0,0,0,6,9,1,0,2,0,0,1,0,1,0,0,3,0,1,0,1,0,0,0,2,0,0,10,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,9,1
"787","stones",4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"810","symmetric",1,1,3,4,0,1,1,0,0,2,2,3,1,1,1,3,2,3,1,0,2,2,3,0,3,3,3,2,1,3,2,0,0,0,2,4,3,1,2,2,0,2,1,1,0,0,0,1,2,0,1,0,2,1,0,1,0,1,2,2,1,0,0,5,1,0,1,0,0,9,0,1,1,4,0,1,1,0,1,1,0,2,0,5,1,1,0,0,3,0,0,0,1,1,4,12,1,0,1,2,2,1,2,1,1,3,1,1,1,1,0,0,0,0,2,0,0,0,1,0,2,1,0,1
"811","syncope",1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3,2,1,0,0,1,1,1,0,0,0,2,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1
"812","system",1,1,1,1,2,1,1,0,1,1,1,1,5,10,1,1,1,1,1,1,1,3,1,1,2,1,1,1,4,1,1,0,2,8,1,2,1,1,1,1,0,1,15,0,4,38,2,1,0,3,0,1,0,1,0,0,8,3,1,1,0,0,3,5,0,0,1,1,1,0,0,0,3,4,0,1,21,2,3,1,8,1,0,4,1,1,1,0,1,1,0,4,0,2,0,0,0,0,8,0,0,0,0,0,0,9,7,0,0,1,0,0,0,0,0,1,1,0,6,1,0,7,1,0
"813","systemic",1,1,1,2,0,0,1,0,0,1,0,1,1,0,0,1,1,5,1,1,1,1,2,0,1,1,1,1,2,1,2,0,0,0,1,1,1,1,1,1,0,0,1,0,4,0,0,2,0,0,1,1,2,2,0,1,0,7,4,1,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,1,1,5,1,1,0,6,0,2,0,1,1,0,1,1,0,1,1,0,4,0,0,1,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0
"821","telangiectasia",1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"829","the",34,20,15,46,15,33,11,0,9,48,26,5,7,19,11,6,36,68,19,30,22,19,13,39,12,12,24,40,30,31,1,0,50,2,13,15,32,23,188,63,37,23,39,66,16,38,7,185,44,7,36,28,35,25,51,43,12,15,40,241,84,50,56,75,68,61,87,97,56,15,11,19,28,168,33,12,40,20,127,49,6,154,15,71,29,60,46,22,12,74,21,34,89,32,52,33,16,57,19,14,64,73,12,15,15,126,18,29,48,10,0,0,0,0,58,8,34,41,208,40,20,24,47,27
"836","thoracic",5,0,1,2,0,0,1,0,0,2,1,1,0,0,0,1,1,1,3,0,1,1,0,1,1,1,1,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,1,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
"839","throat",2,0,1,3,3,1,0,0,0,0,1,1,1,0,1,0,0,2,0,1,0,1,1,3,0,0,0,0,1,0,0,0,3,1,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,9,2,0,0,1,1,0,0,1,1,1,2,1,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,5,1,2,3,0,1,2
"840","thyroid",2,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,5,2,1,0,0,1,1,0,19,0,1,1,0,1,1,1,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,2,50,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,6,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"845","tinnitus",1,1,1,1,1,1,1,0,0,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,2,1,1,3,3,1,0,0,1,1,1,1,1,0,3,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,2,0,1,1,0,1,2
"846","tissue",4,10,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,33,1,8,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,21,3,24,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"850","tract",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,27,0,0,0,1,0,19,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
"857","tremor",1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
"862","type",1,1,4,2,0,0,1,0,1,0,4,0,11,2,1,3,2,5,2,1,2,2,1,1,5,2,0,4,86,12,1,0,1,1,0,1,1,3,11,0,0,0,3,0,3,0,0,19,0,0,10,1,0,0,1,3,0,6,0,3,2,0,0,16,29,0,80,18,28,2,0,2,0,55,4,0,1,3,16,1,0,15,1,0,24,0,0,0,1,0,0,3,1,1,0,0,0,0,8,0,0,1,0,1,0,0,4,3,2,0,0,0,0,0,14,11,14,5,13,1,0,0,7,4
"866","ulcer",2,2,1,4,2,5,1,0,0,1,1,1,8,1,1,1,3,1,1,0,2,1,0,2,1,1,1,3,0,1,1,0,2,0,1,2,1,1,10,1,0,1,0,0,11,0,0,2,0,0,0,0,0,1,16,5,0,0,0,0,7,1,1,5,2,0,0,2,1,0,1,1,2,0,0,0,0,2,3,0,0,12,0,4,2,12,1,1,0,0,0,1,17,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,8,2,0,0,0,0,0,1,1,0,1,0,0,0,1,2
"874","uremia",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"875","uremic",3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,5
"878","urinary",5,1,2,1,1,0,1,0,0,3,0,1,0,0,0,1,2,3,4,0,1,1,3,1,1,3,1,1,5,1,1,0,1,0,1,1,3,1,2,1,4,1,11,4,0,1,1,3,1,1,1,1,1,1,1,6,0,3,2,11,1,1,5,3,6,1,1,1,1,3,0,0,4,4,1,1,1,0,4,1,0,3,0,1,3,1,28,1,1,1,1,1,27,3,1,1,2,0,0,1,7,3,0,1,1,7,1,1,1,1,0,0,0,0,1,2,1,4,1,0,0,5,1,2
"889","venous",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,5,4,2,0,1,4,0,1,0,0,1,0,0,0,11,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
"892","vertigo",1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,5,5,1,1,0,1,1,1,0,1,1,2,1,1,0,0,0,0,0,1,1,1,1,1,1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,2,1,1,0,3,1,1,1,1,1
"897","visual",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,0,2,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
"900","wall",4,0,0,13,0,1,2,0,0,4,0,0,0,1,0,0,1,0,9,0,0,1,0,1,0,4,1,3,1,5,0,0,4,0,1,0,0,0,1,0,4,0,0,4,2,0,1,1,9,0,0,1,4,0,0,0,1,0,4,0,12,0,7,1,2,0,5,0,0,0,1,0,0,1,0,0,0,0,6,23,0,3,0,6,3,2,1,0,0,18,0,2,2,2,0,0,0,2,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,5,0,7,1,0,1,0,0
"908","weakness",3,1,1,2,2,2,1,0,0,1,2,1,2,0,2,2,1,1,1,0,1,0,3,2,1,2,2,1,0,1,1,0,2,0,2,2,1,2,1,3,1,1,1,2,2,21,1,7,1,1,5,1,1,2,1,1,0,0,1,1,1,1,6,20,2,0,0,2,1,1,4,0,1,25,3,1,0,4,0,0,0,4,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,2,6,1,1,1,0,1,4,11,0,1,1,0,0,0,0,0,1,4,1,2,0,1,2,0,2,6
"911","weight",2,1,1,3,2,1,1,0,0,4,1,1,1,2,1,1,1,1,1,0,2,1,1,2,1,1,1,2,0,2,1,0,2,1,1,1,1,1,2,1,1,1,1,4,1,1,1,3,3,1,1,2,2,1,2,1,1,3,1,1,1,1,7,3,1,0,23,1,1,2,1,0,1,3,6,0,1,2,0,0,1,7,1,0,1,1,1,6,0,1,2,1,4,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,0,0,0,0,4,1,2,2,8,5,1,1,1,3
"914","white",1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,23,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"916","with",66,28,34,84,13,16,7,0,7,58,29,13,46,16,10,17,82,147,97,9,30,16,88,61,16,20,25,20,118,57,6,0,36,28,36,8,60,11,217,53,35,18,103,94,36,108,42,187,113,78,61,33,58,64,24,58,40,101,32,322,123,75,122,149,237,42,317,49,70,59,4,137,53,434,71,36,169,27,115,86,8,146,35,130,90,51,41,26,50,117,28,29,241,41,68,28,23,59,26,21,38,58,32,10,44,117,24,20,58,20,0,0,0,0,27,35,100,39,171,34,58,20,32,56
"917","without",12,1,10,2,3,1,4,0,0,5,0,1,0,1,3,0,2,4,3,11,0,1,0,1,2,0,2,0,43,2,0,0,2,1,1,4,3,1,31,3,11,1,5,2,0,0,22,15,7,4,8,1,7,1,2,4,8,4,8,2,3,23,27,32,19,3,1,2,0,1,0,0,3,14,3,1,9,2,10,22,0,10,1,16,2,10,0,1,4,11,0,0,7,6,6,8,10,10,0,4,4,4,3,1,1,7,8,6,4,2,0,0,0,0,12,2,11,6,4,7,2,0,16,4
